System/Element;PNO-LCCSD(T)-F12b
;
pheavy_tl_21;-4612.645586960
pheavy_tl_21_S;-397.672918119
pheavy_tl_21_Tl;-172.040588513
;
pheavy_tl_22;-970.879764760
pheavy_tl_22_H;-0.499992715087
pheavy_tl_22_C;-37.788240879
pheavy_tl_22_O;-75.002339269
pheavy_tl_22_Tl;-172.040038653
;
pheavy_tl_23;-2015.846195590
pheavy_tl_23_H;-0.499992715087
pheavy_tl_23_C;-37.788252939
pheavy_tl_23_O;-75.002358338
pheavy_tl_23_Cl;-459.703335381
pheavy_tl_23_Tl;-172.040134426
;
pheavy_tl_24;-527.949241580
pheavy_tl_24_H;-0.499992715087
pheavy_tl_24_N;-54.527936768
pheavy_tl_24_F;-99.665173795
pheavy_tl_24_Tl;-172.040314701
;
pheavy_tl_25;-214.242037810
pheavy_tl_25_H;-0.499992715087
pheavy_tl_25_C;-37.788288035
pheavy_tl_25_Tl;-172.040413128
;
pheavy_tl_26;-516.511681120
pheavy_tl_26_H;-0.499992715087
pheavy_tl_26_P;-340.829972690
pheavy_tl_26_Tl;-172.040491620
;
pheavy_tl_27;-1058.589413550
pheavy_tl_27_I;-295.435232043
pheavy_tl_27_Tl;-172.040746132
;
pheavy_tl_28;-399.340480040
pheavy_tl_28_H;-0.499992715087
pheavy_tl_28_O;-75.002386275
pheavy_tl_28_Tl;-172.040274739
;
pheavy_tl_29;-1367.227174240
pheavy_tl_29_H;-0.499992715087
pheavy_tl_29_S;-397.672891167
pheavy_tl_29_Tl;-172.040501789
;
pheavy_tl_30;-1892.233957430
pheavy_tl_30_H;-0.499992715087
pheavy_tl_30_C;-37.788290621
pheavy_tl_30_N;-54.527954259
pheavy_tl_30_O;-75.002417916
pheavy_tl_30_F;-99.665203580
pheavy_tl_30_S;-397.672869994
pheavy_tl_30_Cl;-459.703450095
pheavy_tl_30_Tl_cation;-171.841948523
pheavy_tl_30_Tl;-172.040433660
;
pheavy_tl_31;-172.941704600
pheavy_tl_31_H;-0.499992715087
pheavy_tl_31_Tl_cation;-171.842223239
;
pheavy_tl_32;-251.500794390
pheavy_tl_32_H;-0.499992715087
pheavy_tl_32_C;-37.788277018
pheavy_tl_32_Tl_cation;-171.841846174
;
pheavy_pb_1;-620.928319880
pheavy_pb_1_H;-0.499992715087
pheavy_pb_1_C_anion;-37.833075516
pheavy_pb_1_C;-37.788265372
pheavy_pb_1_Pb;-192.385599090
;
pheavy_pb_2;-771.547803570
pheavy_pb_2_H_anion;-0.515106530
pheavy_pb_2_H;-0.499992715087
pheavy_pb_2_Pb;-192.386047131
;
pheavy_pb_3;-491.986460630
pheavy_pb_3_F_anion;-99.791333425
pheavy_pb_3_F;-99.665197277
pheavy_pb_3_Pb;-192.385766590
;
pheavy_pb_4;-1670.061261070
pheavy_pb_4_I_anion;-295.559105637
pheavy_pb_4_I;-295.435221890
pheavy_pb_4_Pb;-192.386080631
;
pheavy_pb_5;-1692.319388110
pheavy_pb_5_H;-0.499992715087
pheavy_pb_5_C;-37.788277549
pheavy_pb_5_N;-54.527938996
pheavy_pb_5_Pb;-192.385691469
;
pheavy_pb_6;-272.015676100
pheavy_pb_6_H;-0.499992715087
pheavy_pb_6_C;-37.788277780
pheavy_pb_6_Pb;-192.385693226
;
pheavy_pb_7;-701.370016260
pheavy_pb_7_H;-0.499992715087
pheavy_pb_7_C;-37.788260529
pheavy_pb_7_N;-54.527919124
pheavy_pb_7_O;-75.002370338
pheavy_pb_7_F;-99.665143749
pheavy_pb_7_Pb;-192.385562349
;
pheavy_pb_8;-746.875742420
pheavy_pb_8_H;-0.499992715087
pheavy_pb_8_C;-37.788291499
pheavy_pb_8_N;-54.527955285
pheavy_pb_8_O;-75.002419305
pheavy_pb_8_Pb;-192.385797302
;
pheavy_pb_9;-661.505746630
pheavy_pb_9_H;-0.499992715087
pheavy_pb_9_C;-37.788286797
pheavy_pb_9_F;-99.665195977
pheavy_pb_9_Pb;-192.385761629
;
pheavy_pb_10;-2144.928715660
pheavy_pb_10_H;-0.499992715087
pheavy_pb_10_C;-37.788296009
pheavy_pb_10_O;-75.002426437
pheavy_pb_10_F;-99.665214294
pheavy_pb_10_Cl;-459.703466499
pheavy_pb_10_Pb;-192.385831518
;
pheavy_pb_11;-467.106658700
pheavy_pb_11_O;-75.002406414
pheavy_pb_11_F;-99.665189116
pheavy_pb_11_Pb;-192.385735449
;
pheavy_pb_12;-386.001593360
pheavy_pb_12_H;-0.499992715087
pheavy_pb_12_Pb;-192.386066491
;
pheavy_pb_13;-838.233641110
pheavy_pb_13_H;-0.499992715087
pheavy_pb_13_O;-75.002389236
pheavy_pb_13_Pb;-192.385653023
;
pheavy_pb_14;-1375.668777310
pheavy_pb_14_F;-99.665201225
pheavy_pb_14_Pb;-192.385781653
;
pheavy_pb_15;-1857.710149870
pheavy_pb_15_Br;-416.236203608
pheavy_pb_15_Pb;-192.385939697
;
pheavy_pb_16;-578.939348890
pheavy_pb_16_H;-0.499992715087
pheavy_pb_16_C;-37.788238168
pheavy_pb_16_Pb;-192.385392705
;
pheavy_pb_17;-1169.030943790
pheavy_pb_17_F;-99.665230913
pheavy_pb_17_Pb;-192.385894929
;
pheavy_pb_18;-232.757374520
pheavy_pb_18_H;-0.499992715087
pheavy_pb_18_C;-37.788294051
pheavy_pb_18_Pb;-192.385816664
;
pheavy_pb_19;-449.706716330
pheavy_pb_19_H;-0.499992715087
pheavy_pb_19_N;-54.527941287
pheavy_pb_19_F;-99.665181490
pheavy_pb_19_Pb;-192.385706351
;
pheavy_pb_20;-483.814952270
pheavy_pb_20_H;-0.499992715087
pheavy_pb_20_Si;-288.938723614
pheavy_pb_20_Pb;-192.385929671
;
pheavy_pb_21;-463.490922780
pheavy_pb_21_H;-0.499992715087
pheavy_pb_21_O;-75.002445841
pheavy_pb_21_Pb;-192.385924624
;
pheavy_pb_22;-415.994233850
pheavy_pb_22_H;-0.499992715087
pheavy_pb_22_N;-54.527915639
pheavy_pb_22_Pb;-192.385539707
;
pheavy_pb_23;-495.495757860
pheavy_pb_23_H;-0.499992715087
pheavy_pb_23_O;-75.002380500
pheavy_pb_23_Pb;-192.385611109
;
pheavy_pb_24;-720.646569350
pheavy_pb_24_H;-0.499992715087
pheavy_pb_24_C;-37.788246585
pheavy_pb_24_Si;-288.938647219
pheavy_pb_24_Pb;-192.385456563
;
pheavy_pb_25;-380.344457960
pheavy_pb_25_H;-0.499992715087
pheavy_pb_25_C;-37.788261127
pheavy_pb_25_N;-54.527919822
pheavy_pb_25_Pb;-192.385566885
;
pheavy_pb_26;-663.412996160
pheavy_pb_26_H;-0.499992715087
pheavy_pb_26_C;-37.788230631
pheavy_pb_26_Pb;-192.385335529
;
pheavy_pb_27;-1588.195645060
pheavy_pb_27_H;-0.499992715087
pheavy_pb_27_C;-37.788275939
pheavy_pb_27_Cl;-459.703405399
pheavy_pb_27_Pb;-192.385679255
;
pheavy_pb_28;-1973.580320400
pheavy_pb_28_H;-0.499992715087
pheavy_pb_28_C;-37.788292688
pheavy_pb_28_N;-54.527956674
pheavy_pb_28_O;-75.002421186
pheavy_pb_28_F;-99.665207691
pheavy_pb_28_S;-397.672875097
pheavy_pb_28_Cl;-459.703456390
pheavy_pb_28_Pb_cation;-192.127328691
pheavy_pb_28_Pb;-192.385806324
;
pheavy_pb_29;-1973.580314510
pheavy_pb_29_H;-0.499992715087
pheavy_pb_29_C;-37.788292693
pheavy_pb_29_N;-54.527956679
pheavy_pb_29_O;-75.002421193
pheavy_pb_29_F;-99.665207701
pheavy_pb_29_S;-397.672875109
pheavy_pb_29_Cl;-459.703456404
pheavy_pb_29_Pb_cation;-192.127328726
pheavy_pb_29_Pb;-192.385806361
;
pheavy_pb_30;-1571.484483850
pheavy_pb_30_Cl;-459.703533404
pheavy_pb_30_Pb_cation;-192.127508607
;
pheavy_pb_31;-831.153322280
pheavy_pb_31_H;-0.499992715087
pheavy_pb_31_N;-54.527978703
pheavy_pb_31_Pb_cation;-192.127462872
pheavy_pb_31_Pb;-192.385949458
;
pheavy_pb_32;-536.636146710
pheavy_pb_32_H;-0.499992715087
pheavy_pb_32_P;-340.829989092
pheavy_pb_32_Pb_cation;-192.127428405
;
pheavy_bi_1;-2973.068051930
pheavy_bi_1_Cl_anion;-459.838497651
pheavy_bi_1_Cl;-459.703505536
pheavy_bi_1_Bi;-214.179821753
;
pheavy_bi_2;-650.046718110
pheavy_bi_2_C;-37.788294676
pheavy_bi_2_S_anion;-397.749887849
pheavy_bi_2_Bi;-214.179713703
;
pheavy_bi_3;-270.531466510
pheavy_bi_3_H;-0.499992715087
pheavy_bi_3_N;-54.527956284
pheavy_bi_3_Bi_anion;-214.210097063
;
pheavy_bi_4;-1032.750853270
pheavy_bi_4_H;-0.499992715087
pheavy_bi_4_O_anion;-75.055857960
pheavy_bi_4_O;-75.002380167
pheavy_bi_4_Bi;-214.179500508
;
pheavy_bi_5;-573.472380340
pheavy_bi_5_H;-0.499992715087
pheavy_bi_5_C;-37.788256736
pheavy_bi_5_N;-54.527914695
pheavy_bi_5_O_anion;-75.055818757
pheavy_bi_5_O;-75.002364341
pheavy_bi_5_Bi;-214.179424109
;
pheavy_bi_6;-384.415660520
pheavy_bi_6_H;-0.499992715087
pheavy_bi_6_C;-37.788273561
pheavy_bi_6_N;-54.527934341
pheavy_bi_6_O;-75.002390944
pheavy_bi_6_Bi;-214.179552535
;
pheavy_bi_7;-1269.248194450
pheavy_bi_7_H;-0.499992715087
pheavy_bi_7_C;-37.788237461
pheavy_bi_7_N;-54.527892188
pheavy_bi_7_Cl;-459.703288260
pheavy_bi_7_Bi;-214.179276982
;
pheavy_bi_8;-1866.032325500
pheavy_bi_8_H;-0.499992715087
pheavy_bi_8_C;-37.788245041
pheavy_bi_8_N;-54.527901039
pheavy_bi_8_S;-397.672757506
pheavy_bi_8_Bi;-214.179334842
;
pheavy_bi_9;-662.927708510
pheavy_bi_9_H;-0.499992715087
pheavy_bi_9_C;-37.788277654
pheavy_bi_9_O;-75.002397414
pheavy_bi_9_Bi;-214.179583770
;
pheavy_bi_10;-2716.824869000
pheavy_bi_10_H;-0.499992715087
pheavy_bi_10_C;-37.788272654
pheavy_bi_10_S;-397.672825654
pheavy_bi_10_Bi;-214.179545611
;
pheavy_bi_11;-3519.821435560
pheavy_bi_11_H;-0.499992715087
pheavy_bi_11_C;-37.788276832
pheavy_bi_11_O;-75.002396115
pheavy_bi_11_S;-397.672835964
pheavy_bi_11_Cl;-459.703408117
pheavy_bi_11_Bi;-214.179577498
;
pheavy_bi_12;-242.526211910
pheavy_bi_12_H;-0.499992715087
pheavy_bi_12_B;-24.601599530
pheavy_bi_12_Bi;-214.179778665
;
pheavy_bi_13;-508.142981960
pheavy_bi_13_H;-0.499992715087
pheavy_bi_13_C;-37.788300758
pheavy_bi_13_Bi;-214.179760123
;
pheavy_bi_14;-1308.071228370
pheavy_bi_14_O;-75.002420636
pheavy_bi_14_Bi;-214.179695878
;
pheavy_bi_15;-4834.632130510
pheavy_bi_15_S;-397.672912369
pheavy_bi_15_Bi;-214.179813803
;
pheavy_bi_16;-561.343316780
pheavy_bi_16_H;-0.499992715087
pheavy_bi_16_C;-37.788251856
pheavy_bi_16_O;-75.002356625
pheavy_bi_16_Bi;-214.179386861
;
pheavy_bi_17;-2054.096411990
pheavy_bi_17_Br;-416.236239705
pheavy_bi_17_I;-295.435110452
pheavy_bi_17_Bi;-214.179880424
;
pheavy_bi_18;-1593.646224450
pheavy_bi_18_Cl;-459.703535363
pheavy_bi_18_Bi;-214.179896538
;
pheavy_bi_19;-590.046452990
pheavy_bi_19_H;-0.499992715087
pheavy_bi_19_O;-75.002400626
pheavy_bi_19_F;-99.665181836
pheavy_bi_19_Bi;-214.179599275
;
pheavy_bi_20;-407.418198600
pheavy_bi_20_H;-0.499992715087
pheavy_bi_20_C;-37.788259201
pheavy_bi_20_Bi;-214.179442923
;
pheavy_bi_21;-695.475826680
pheavy_bi_21_H;-0.499992715087
pheavy_bi_21_C;-37.788283169
pheavy_bi_21_O;-75.002406134
pheavy_bi_21_Bi;-214.179625868
;
pheavy_bi_22;-349.782114680
pheavy_bi_22_H;-0.499992715087
pheavy_bi_22_C;-37.788269978
pheavy_bi_22_N;-54.527930157
pheavy_bi_22_Bi;-214.179525187
;
pheavy_bi_23;-568.005459800
pheavy_bi_23_H;-0.499992715087
pheavy_bi_23_C;-37.788303028
pheavy_bi_23_F;-99.665228249
pheavy_bi_23_Bi;-214.179777451
;
pheavy_bi_24;-1033.730790700
pheavy_bi_24_H;-0.499992715087
pheavy_bi_24_O;-75.002456481
pheavy_bi_24_F;-99.665252075
pheavy_bi_24_Bi;-214.179868918
;
pheavy_bi_25;-1776.869694320
pheavy_bi_25_H;-0.499992715087
pheavy_bi_25_C;-37.788261673
pheavy_bi_25_O;-75.002372147
pheavy_bi_25_S;-397.672798554
pheavy_bi_25_Cl;-459.703361970
pheavy_bi_25_Bi;-214.179461795
;
pheavy_bi_26;-446.679064020
pheavy_bi_26_H;-0.499992715087
pheavy_bi_26_C;-37.788255810
pheavy_bi_26_Bi;-214.179417041
;
pheavy_bi_27;-522.894162290
pheavy_bi_27_H;-0.499992715087
pheavy_bi_27_C;-37.788251732
pheavy_bi_27_O;-75.002356429
pheavy_bi_27_Bi;-214.179385914
;
pheavy_bi_28;-492.807774530
pheavy_bi_28_H;-0.499992715087
pheavy_bi_28_C;-37.788276118
pheavy_bi_28_F;-99.665174746
pheavy_bi_28_Bi;-214.179572053
;
pheavy_bi_29;-612.944249920
pheavy_bi_29_F;-99.665184969
pheavy_bi_29_Bi_cation;-213.858427155
;
pheavy_bi_30;-253.104393750
pheavy_bi_30_H;-0.499992715087
pheavy_bi_30_C;-37.788305519
pheavy_bi_30_Bi_cation;-213.858599156
;
pheavy_bi_31;-1846.978046700
pheavy_bi_31_H;-0.499992715087
pheavy_bi_31_C;-37.788288796
pheavy_bi_31_N;-54.527952129
pheavy_bi_31_O;-75.002415032
pheavy_bi_31_F;-99.665199953
pheavy_bi_31_S;-397.672865492
pheavy_bi_31_Cl;-459.703444541
pheavy_bi_31_Bi_cation;-213.858480587
pheavy_bi_31_Bi;-214.179668822
;
pheavy_bi_32;-1417.905754140
pheavy_bi_32_H;-0.499992715087
pheavy_bi_32_C;-37.788297463
pheavy_bi_32_O;-75.002428735
pheavy_bi_32_F;-99.665217184
pheavy_bi_32_Cl;-459.703470924
pheavy_bi_32_Bi_cation;-213.858542032
pheavy_bi_32_Bi;-214.179734971
;
pheavy_bi_33;-655.731921210
pheavy_bi_33_H;-0.499992715087
pheavy_bi_33_C;-37.788240600
pheavy_bi_33_N;-54.527895854
pheavy_bi_33_Bi_cation;-213.858138872
;
pheavy_bi_34;-506.545003330
pheavy_bi_34_H;-0.499992715087
pheavy_bi_34_Si;-288.938727184
pheavy_bi_34_Bi_cation;-213.858644121
;
pheavy_po_1;-313.216908530
pheavy_po_1_H;-0.499992715087
pheavy_po_1_O;-75.002449936
pheavy_po_1_Po_anion;-237.442606261
;
pheavy_po_2;-538.604911830
pheavy_po_2_H;-0.499992715087
pheavy_po_2_O;-75.002384963
pheavy_po_2_Po_anion;-237.442219252
;
pheavy_po_3;-475.500532010
pheavy_po_3_H;-0.499992715087
pheavy_po_3_Po_anion;-237.442899436
pheavy_po_3_Po;-237.370593007
;
pheavy_po_4;-543.952318330
pheavy_po_4_H;-0.499992715087
pheavy_po_4_C;-37.788258644
pheavy_po_4_O;-75.002367357
pheavy_po_4_Po_anion;-237.442114381
;
pheavy_po_5;-782.752656050
pheavy_po_5_H;-0.499992715087
pheavy_po_5_C;-37.788270972
pheavy_po_5_Po;-237.370014994
;
pheavy_po_6;-848.141148830
pheavy_po_6_H;-0.499992715087
pheavy_po_6_C;-37.788269487
pheavy_po_6_N;-54.527929584
pheavy_po_6_Po;-237.370002910
;
pheavy_po_7;-276.601626810
pheavy_po_7_H;-0.499992715087
pheavy_po_7_C;-37.788309041
pheavy_po_7_Po;-237.370324788
;
pheavy_po_8;-392.210813140
pheavy_po_8_H;-0.499992715087
pheavy_po_8_C;-37.788275227
pheavy_po_8_O;-75.002393578
pheavy_po_8_Po;-237.370049621
;
pheavy_po_9;-552.086443290
pheavy_po_9_H;-0.499992715087
pheavy_po_9_C;-37.788312462
pheavy_po_9_Po;-237.370352629
;
pheavy_po_10;-636.372891480
pheavy_po_10_H;-0.499992715087
pheavy_po_10_S;-397.672949834
pheavy_po_10_Po;-237.370438148
;
pheavy_po_11;-935.761663780
pheavy_po_11_H;-0.499992715087
pheavy_po_11_C;-37.788255078
pheavy_po_11_N;-54.527912759
pheavy_po_11_O;-75.002361719
pheavy_po_11_F;-99.665132912
pheavy_po_11_Po;-237.369885654
;
pheavy_po_12;-950.880924090
pheavy_po_12_H;-0.499992715087
pheavy_po_12_Po;-237.370545181
;
pheavy_po_13;-1148.690452750
pheavy_po_13_H;-0.499992715087
pheavy_po_13_C;-37.788302490
pheavy_po_13_O;-75.002436683
pheavy_po_13_F;-99.665227179
pheavy_po_13_Cl;-459.703486229
pheavy_po_13_Po;-237.370271476
;
pheavy_po_14;-2131.051064930
pheavy_po_14_O;-75.002434084
pheavy_po_14_S;-397.672895230
pheavy_po_14_Po;-237.370258099
;
pheavy_po_15;-2076.550108090
pheavy_po_15_Cl;-459.703520785
pheavy_po_15_Po;-237.370363847
;
pheavy_po_16;-350.615041130
pheavy_po_16_C;-37.788297076
pheavy_po_16_O;-75.002428123
pheavy_po_16_Po;-237.370227416
;
pheavy_po_17;-436.969971230
pheavy_po_17_F;-99.665224874
pheavy_po_17_Po;-237.370262039
;
pheavy_po_18;-711.593838920
pheavy_po_18_O;-75.002396860
pheavy_po_18_F;-99.665177102
pheavy_po_18_Po;-237.370066516
;
pheavy_po_19;-836.051805450
pheavy_po_19_F;-99.665173916
pheavy_po_19_Po;-237.370053476
;
pheavy_po_20;-954.333203230
pheavy_po_20_H;-0.499992715087
pheavy_po_20_Po;-237.370515553
;
pheavy_po_21;-704.774628080
pheavy_po_21_H;-0.499992715087
pheavy_po_21_C;-37.788285014
pheavy_po_21_O;-75.002409051
pheavy_po_21_Po;-237.370129260
;
pheavy_po_22;-805.422009490
pheavy_po_22_H;-0.499992715087
pheavy_po_22_O;-75.002387597
pheavy_po_22_P;-340.829923285
pheavy_po_22_Po;-237.370018837
;
pheavy_po_23;-1232.112894020
pheavy_po_23_O;-75.002436321
pheavy_po_23_Cl;-459.703485532
pheavy_po_23_Po;-237.370269613
;
pheavy_po_24;-674.776592250
pheavy_po_24_H;-0.499992715087
pheavy_po_24_C;-37.788248784
pheavy_po_24_N;-54.527905410
pheavy_po_24_O;-75.002351768
pheavy_po_24_Po;-237.369834435
;
pheavy_po_25;-315.882616080
pheavy_po_25_H;-0.499992715087
pheavy_po_25_C;-37.788291859
pheavy_po_25_Po;-237.370184965
;
pheavy_po_26;-424.024759260
pheavy_po_26_H;-0.499992715087
pheavy_po_26_C;-37.788270967
pheavy_po_26_N;-54.527931312
pheavy_po_26_Po;-237.370014955
;
pheavy_po_27;-2153.243028060
pheavy_po_27_H;-0.499992715087
pheavy_po_27_C;-37.788298100
pheavy_po_27_N;-54.527962993
pheavy_po_27_O;-75.002429743
pheavy_po_27_F;-99.665218451
pheavy_po_27_S;-397.672888453
pheavy_po_27_Cl;-459.703472865
pheavy_po_27_Po_cation;-237.063172854
pheavy_po_27_Po;-237.370235753
;
pheavy_po_28;-476.317235140
pheavy_po_28_H;-0.499992715087
pheavy_po_28_Po_cation;-237.063446218
pheavy_po_28_Po;-237.370543178
;
pheavy_po_29;-332.265181470
pheavy_po_29_H;-0.499992715087
pheavy_po_29_C;-37.788291985
pheavy_po_29_N;-54.527955853
pheavy_po_29_Po_cation;-237.063128606
;
pheavy_at_1;-787.587790360
pheavy_at_1_H;-0.499992715087
pheavy_at_1_At_anion;-262.182632533
pheavy_at_1_At;-262.066024756
;
pheavy_at_2;-339.354032520
pheavy_at_2_H;-0.499992715087
pheavy_at_2_C;-37.788305174
pheavy_at_2_At_anion;-262.182244334
;
pheavy_at_3;-654.780978790
pheavy_at_3_C;-37.788305323
pheavy_at_3_N;-54.527971426
pheavy_at_3_At_anion;-262.182245803
pheavy_at_3_At;-262.065685531
;
pheavy_at_4;-1599.794982290
pheavy_at_4_Si;-288.938766200
pheavy_at_4_At_anion;-262.182626249
pheavy_at_4_At;-262.066019244
;
pheavy_at_5;-2165.578278650
pheavy_at_5_Cl;-459.703590027
pheavy_at_5_At;-262.065957305
;
pheavy_at_6;-508.467707100
pheavy_at_6_H;-0.499992715087
pheavy_at_6_C;-37.788273118
pheavy_at_6_N;-54.527933823
pheavy_at_6_O;-75.002390243
pheavy_at_6_At;-262.065405577
;
pheavy_at_7;-561.368773810
pheavy_at_7_F;-99.665206837
pheavy_at_7_At;-262.065571968
;
pheavy_at_8;-600.184317040
pheavy_at_8_C;-37.788320258
pheavy_at_8_At;-262.065815366
;
pheavy_at_9;-2248.839880910
pheavy_at_9_C;-37.788324647
pheavy_at_9_At;-262.065853519
;
pheavy_at_10;-1313.889232740
pheavy_at_10_C;-37.788292362
pheavy_at_10_F;-99.665207042
pheavy_at_10_At;-262.065572861
;
pheavy_at_11;-619.931012880
pheavy_at_11_H;-0.499992715087
pheavy_at_11_C;-37.788313371
pheavy_at_11_N;-54.527980824
pheavy_at_11_At;-262.065755500
;
pheavy_at_12;-1724.679314390
pheavy_at_12_C;-37.788323509
pheavy_at_12_At;-262.065843631
;
pheavy_at_13;-1848.147636410
pheavy_at_13_C;-37.788325055
pheavy_at_13_F;-99.665272046
pheavy_at_13_At;-262.065857069
;
pheavy_at_14;-1126.851262570
pheavy_at_14_H;-0.499992715087
pheavy_at_14_C;-37.788328320
pheavy_at_14_At;-262.065885452
;
pheavy_at_15;-564.626173240
pheavy_at_15_H;-0.499992715087
pheavy_at_15_C;-37.788327657
pheavy_at_15_At;-262.065879685
;
pheavy_at_16;-600.583825070
pheavy_at_16_H;-0.499992715087
pheavy_at_16_O;-75.002479612
pheavy_at_16_At;-262.065896932
;
pheavy_at_17;-262.682788660
pheavy_at_17_H;-0.499992715087
pheavy_at_17_At;-262.066022936
;
pheavy_at_18;-488.004690540
pheavy_at_18_H;-0.499992715087
pheavy_at_18_O;-75.002398391
pheavy_at_18_At;-262.065450372
;
pheavy_at_19;-416.330784190
pheavy_at_19_H;-0.499992715087
pheavy_at_19_C;-37.788287523
pheavy_at_19_O;-75.002413019
pheavy_at_19_At;-262.065530799
;
pheavy_at_20;-580.612877900
pheavy_at_20_H;-0.499992715087
pheavy_at_20_N;-54.527992422
pheavy_at_20_At;-262.065841847
;
pheavy_at_21;-319.195932160
pheavy_at_21_H;-0.499992715087
pheavy_at_21_N;-54.527980478
pheavy_at_21_At;-262.065752927
;
pheavy_at_22;-921.959423690
pheavy_at_22_S;-397.672991782
pheavy_at_22_At;-262.065986711
;
pheavy_at_23;-888.507672460
pheavy_at_23_O;-75.002474374
pheavy_at_23_Si;-288.938744906
pheavy_at_23_At;-262.065868134
;
pheavy_at_24;-997.108057470
pheavy_at_24_O;-75.002467178
pheavy_at_24_S;-397.672946885
pheavy_at_24_At;-262.065828565
;
pheavy_at_25;-1124.692387380
pheavy_at_25_H;-0.499992715087
pheavy_at_25_C;-37.788327632
pheavy_at_25_At_cation;-261.695657301
pheavy_at_25_At;-262.065879469
;
pheavy_at_26;-340.273807620
pheavy_at_26_H;-0.499992715087
pheavy_at_26_C;-37.788298678
pheavy_at_26_At_cation;-261.695432130
;
pheavy_at_27;-300.968371620
pheavy_at_27_H;-0.499992715087
pheavy_at_27_C;-37.788317687
pheavy_at_27_At_cation;-261.695579963
;
pheavy_at_28;-757.256686960
pheavy_at_28_H;-0.499992715087
pheavy_at_28_C;-37.788252089
pheavy_at_28_O;-75.002356994
pheavy_at_28_At_cation;-261.695069809
;
pheavy_at_29;-603.814619560
pheavy_at_29_H;-0.499992715087
pheavy_at_29_C;-37.788266412
pheavy_at_29_O;-75.002379639
pheavy_at_29_At_cation;-261.695181195
;
pheavy_at_30;-757.770983760
pheavy_at_30_H;-0.499992715087
pheavy_at_30_C;-37.788245333
pheavy_at_30_N;-54.527901380
pheavy_at_30_At_cation;-261.695017267
;
pheavy_rn_1;-481.562237160
pheavy_rn_1_H;-0.499992715087
pheavy_rn_1_C_anion;-37.833099729
pheavy_rn_1_C;-37.788277335
pheavy_rn_1_Rn;-288.309426357
;
pheavy_rn_2;-341.411366240
pheavy_rn_2_H;-0.499992715087
pheavy_rn_2_B;-24.601609635
pheavy_rn_2_Rn;-288.309809105
;
pheavy_rn_3;-366.783546790
pheavy_rn_3_H;-0.499992715087
pheavy_rn_3_C;-37.788310103
pheavy_rn_3_Rn;-288.309727346
;
pheavy_rn_4;-525.841934150
pheavy_rn_4_C;-37.788306458
pheavy_rn_4_F;-99.665235068
pheavy_rn_4_Rn;-288.309693858
;
pheavy_rn_5;-748.570118580
pheavy_rn_5_H;-0.499992715087
pheavy_rn_5_Cl;-459.703584412
pheavy_rn_5_Rn;-288.309953652
;
pheavy_rn_6;-289.327244910
pheavy_rn_6_H;-0.499992715087
pheavy_rn_6_Rn;-288.309987821
;
pheavy_rn_7;-2306.499845640
pheavy_rn_7_Rn;-288.310156873
;
pheavy_rn_8;-394.512489000
pheavy_rn_8_H;-0.499992715087
pheavy_rn_8_B;-24.601594856
pheavy_rn_8_Rn;-288.309596603
;
pheavy_rn_9;-520.217238110
pheavy_rn_9_H;-0.499992715087
pheavy_rn_9_C;-37.788273437
pheavy_rn_9_Rn;-288.309390552
;
pheavy_rn_10;-487.702942360
pheavy_rn_10_F;-99.665246235
pheavy_rn_10_Rn;-288.309745443
;
pheavy_rn_11;-1209.065013070
pheavy_rn_11_H;-0.499992715087
pheavy_rn_11_Cl;-459.703569946
pheavy_rn_11_Rn;-288.309910005
;
pheavy_rn_12;-1470.209602000
pheavy_rn_12_I;-295.435270622
pheavy_rn_12_Rn;-288.309949015
;
pheavy_rn_13;-1078.742230790
pheavy_rn_13_F;-99.665261327
pheavy_rn_13_I;-295.435138891
pheavy_rn_13_Rn;-288.309815167
;
pheavy_rn_14;-673.634731270
pheavy_rn_14_H;-0.499992715087
pheavy_rn_14_C;-37.788256045
pheavy_rn_14_Rn;-288.309230802
;
pheavy_rn_15;-344.813678270
pheavy_rn_15_H;-0.499992715087
pheavy_rn_15_N;-54.527990331
pheavy_rn_15_Rn;-288.309832148
;
pheavy_rn_16;-3188.290530960
pheavy_rn_16_H;-0.499992715087
pheavy_rn_16_Si;-288.938684715
pheavy_rn_16_Rn;-288.309425064
;
pheavy_rn_17;-625.326648140
pheavy_rn_17_C;-37.788294407
pheavy_rn_17_F;-99.665211108
pheavy_rn_17_Rn_cation;-287.874983383
;
pheavy_rn_18;-327.798185080
pheavy_rn_18_H;-0.499992715087
pheavy_rn_18_C;-37.788323054
pheavy_rn_18_Rn_cation;-287.875222100
;
pheavy_rn_19;-747.661509530
pheavy_rn_19_Cl;-459.703597212
pheavy_rn_19_Rn_cation;-287.875354527
;
pheavy_rn_20;-403.870168890
pheavy_rn_20_H;-0.499992715087
pheavy_rn_20_C;-37.788305243
pheavy_rn_20_Rn_cation;-287.875073682
;
pheavy_rn_21;-288.510965910
pheavy_rn_21_H;-0.499992715087
pheavy_rn_21_Rn_cation;-287.875421402
;
pheavy_rn_22;-583.405456970
pheavy_rn_22_I_cation;-295.044466222
pheavy_rn_22_Rn;-288.310008750
;
pheavy_rn_23;-363.572065970
pheavy_rn_23_H;-0.499992715087
pheavy_rn_23_O;-75.002462132
pheavy_rn_23_Rn_cation;-287.875184865
;
tm_sc_1;-1223.833295310
tm_sc_1_H;-0.499946081761
tm_sc_1_C;-37.788231380
