System;PNO-LCCSD(T)-F12b;wB97M-V;PBE0-D4;B3LYP-D4;M06-2X;r2SCAN-D4;PBE-D4;g-xTB;UMA;r2SCAN-3c
s_k_29;-2195.219363720000;-2197.338459881000;-2196.754215774000;-2197.257222001000;-2197.391098898000;-2197.334756878000;-2196.573286294000;-2197.246516858100;-2197.275400880000;-2197.222419268000
s_k_30;-1284.764009520000;-1286.021226681000;-1285.683934249000;-1285.985119170000;-1286.057172465000;-1286.025838722000;-1285.570864348000;-1285.987591418300;-1285.985999200000;-1285.965472745000
s_ca_1;-1711.850684330000;-1713.571625578000;-1712.660072645000;-1713.443263313000;-1713.578166510000;-1713.419444051000;-1712.586880517000;-1713.510866910700;-1713.499614770000;-1713.288705168000
s_ca_2;-2056.811824460000;-2058.544342077000;-2058.011171074000;-2058.441250882000;-2058.599477832000;-2058.518156331000;-2057.856920833000;-2058.497590968800;-2058.490366130000;-2058.451512618000
s_ca_3;-678.904730910000;-679.327630697800;-679.188695002500;-679.321136667500;-679.354967134200;-679.330248231600;-679.141194188200;-679.324431218800;-679.308280540000;-679.291450619300
s_ca_4;-3939.944438260000;-3942.947651919000;-3941.803679370000;-3942.767898356000;-3943.050267863000;-3942.849895347000;-3941.572367359000;-3942.860806164000;-3942.844571980000;-3942.702510316000
s_ca_5;-1354.221125260000;-1355.084229556000;-1354.791731338000;-1355.039868686000;-1355.151302913000;-1355.050449493000;-1354.702419314000;-1355.073951592600;-1355.010598230000;-1355.021368990000
s_ca_6;-1753.844928380000;-1755.039773174000;-1754.455969491000;-1754.950692652000;-1755.052736529000;-1754.964668620000;-1754.383147092000;-1754.987520273700;-1754.989756660000;-1754.906483069000
s_ca_7;-2713.332641190000;-2715.036809690000;-2714.473941436000;-2714.973905689000;-2715.155604541000;-2715.040231155000;-2714.281119085000;-2714.994279238300;-2714.982242700000;-2714.959056170000
s_ca_8;-3218.755191780000;-3221.035269688000;-3220.047602457000;-3220.867775811000;-3221.106226408000;-3220.938412646000;-3219.909072937000;-3220.952692970500;-3220.947021810000;-3220.813358171000
s_ca_9;-4300.210450520000;-4303.658996472000;-4302.609308969000;-4303.457612547000;-4303.790290962000;-4303.628599023000;-4302.311561518000;-4303.558195161400;-4303.546291960000;-4303.500527777000
s_ca_10;-1029.687082100000;-1030.418367290000;-1030.021450555000;-1030.367510289000;-1030.420477101000;-1030.361995429000;-1029.987283799000;-1030.399157494300;-1030.381327860000;-1030.310295351000
s_ca_11;-1709.943182140000;-1711.351840554000;-1710.877732266000;-1711.277188079000;-1711.403063534000;-1711.327705517000;-1710.750201924000;-1711.304326849100;-1711.299232940000;-1711.257035754000
s_ca_12;-1176.832845410000;-1177.746930094000;-1177.449375894000;-1177.698923151000;-1177.789569284000;-1177.735978735000;-1177.360728280000;-1177.724059970800;-1177.714266360000;-1177.694695813000
s_ca_13;-1140.968864120000;-1142.078498223000;-1141.588449994000;-1141.988839043000;-1142.122565015000;-1142.009365974000;-1141.502287387000;-1142.036550346600;-1142.034139920000;-1141.941266500000
s_ca_14;-876.871376820000;-877.469456231400;-877.178592878800;-877.426243413700;-877.473414806400;-877.431681985200;-877.143914648500;-877.457529686300;-877.445398310000;-877.401396631100
s_ca_15;-717.537303320000;-718.013975964400;-717.846482862100;-717.996568100400;-718.047686947500;-718.010946178900;-717.792192414900;-718.006617380900;-717.993703050000;-717.984165529100
s_ca_16;-756.800765640000;-757.326927346800;-757.135459311200;-757.309532964600;-757.368184754500;-757.323637946800;-757.075862934300;-757.320834688900;-757.303932230000;-757.291554366600
s_ca_17;-808.882641150000;-809.447134003800;-809.202197354700;-809.411609641900;-809.466377410700;-809.422850086100;-809.162931596300;-809.428136395200;-809.420165360000;-809.385203322900
s_ca_18;-1664.243526480000;-1666.096770260000;-1665.204275271000;-1665.931283680000;-1666.106452448000;-1665.938612234000;-1665.134494370000;-1666.058144331100;-1666.033162220000;-1665.824658809000
s_ca_19;-1558.800235920000;-1560.157821224000;-1559.533601513000;-1560.051144685000;-1560.158474760000;-1560.064989902000;-1559.468478943000;-1560.111169104100;-1560.105468830000;-1559.978334318000
s_ca_20;-1617.427894740000;-1618.616216876000;-1618.097008046000;-1618.525807470000;-1618.657932575000;-1618.547110672000;-1618.015079129000;-1618.600608788700;-1618.571937210000;-1618.480886630000
s_ca_21;-1618.579741580000;-1619.758723044000;-1619.267963849000;-1619.679192762000;-1619.804555295000;-1619.710895523000;-1619.182510286000;-1619.737758028500;-1619.712525200000;-1619.638100113000
s_ca_22;-4589.812473420000;-4593.181281349000;-4591.940792612000;-4592.966749591000;-4593.320987384000;-4593.098546472000;-4591.666114034000;-4593.045280556100;-4593.059358680000;-4592.945132824000
s_ca_23;-1136.750364140000;-1137.621948778000;-1137.348265008000;-1137.570159180000;-1137.654303969000;-1137.613666542000;-1137.268940727000;-1137.581825400500;-1137.592272660000;-1137.577599463000
s_ca_24;-870.207562770000;-870.927942979000;-870.638248244000;-870.867854608800;-870.958600798100;-870.896601979000;-870.574052974300;-870.893919652300;-870.901642250000;-870.856303985100
s_ca_25;-2821.866360640000;-2824.565479712000;-2823.746827775000;-2824.421217787000;-2824.621293509000;-2824.498963826000;-2823.555810039000;-2824.486989403900;-2824.490342270000;-2824.391771139000
s_rb_1;-318.258531950000;-318.388867225300;-318.359570323500;-318.489310072800;-318.375475895800;-318.560824747200;-318.382088048700;-318.351261878700;-318.375550070000;-318.525834308700
s_rb_2;-333.966098590000;-334.244498525600;-334.156822693000;-334.318607799500;-334.241763563000;-334.382235620100;-334.150024456800;-334.218360738900;-334.230139010000;-334.349670144400
s_rb_3;-1901.096950610000;-1903.230982088000;-1902.277126848000;-1903.082626387000;-1903.167770480000;-1903.152376825000;-1902.232104317000;-1903.158791942600;-1903.158200580000;-1902.993371020000
s_rb_4;-471.766186920000;-472.009057348400;-471.930060709800;-472.119376293800;-471.975661246900;-472.220556298400;-471.957410865200;-471.969222352300;-471.986894920000;-472.170933414600
s_rb_5;-384.468913350000;-384.765540693900;-384.659220892900;-384.827604070400;-384.764131152800;-384.909886202600;-384.657818879500;-384.732791534200;-384.745589760000;-384.868854791600
s_rb_6;-410.749528060000;-411.118200590300;-410.913804132700;-411.135872630000;-411.097574446300;-411.172628671500;-410.921514424200;-411.080099482600;-411.096013230000;-411.129278621000
s_rb_7;-311.862024090000;-312.063640355500;-311.956743536600;-312.093987923600;-312.039471283200;-312.146374872900;-311.973022891600;-312.050818912100;-312.049807520000;-312.117614193400
s_rb_8;-247.913089590000;-247.984629855600;-247.948008932200;-248.046794668000;-247.966750610600;-248.093384154900;-247.957105768500;-247.966287437600;-247.974573520000;-248.077417780200
s_rb_9;-123.320470780000;-123.291137302900;-123.341414942500;-123.368289722100;-123.280375666800;-123.423734999400;-123.363924460300;-123.234851250900;-123.284889260000;-123.413192762800
s_rb_10;-198.463303500000;-198.516042650700;-198.501564175200;-198.574773607100;-198.498056458000;-198.627745061900;-198.525673944000;-198.498048132800;-198.507452470000;-198.609751196600
s_rb_11;-843.812729670000;-844.578691579500;-844.453143435100;-844.610586308400;-844.591734149200;-844.709429136900;-844.394128029600;-844.568402861700;-844.553171440000;-844.673089077600
s_rb_12;-624.458369360000;-625.013209189400;-624.789712994600;-625.090939411000;-625.011124288200;-625.190873375100;-624.786582527000;-624.964449581500;-624.981839910000;-625.129403097200
s_rb_13;-704.920292040000;-705.314563164700;-705.086988608800;-705.417075395500;-705.274785632700;-705.502494666000;-705.098320063600;-705.290284995200;-705.283120950000;-705.445702171100
s_rb_14;-98.701800130000;-98.512143170700;-98.746547180100;-98.701832886000;-98.521054049100;-98.808893942700;-98.743099703200;-98.518381257300;-98.516071910000;-98.797454086300
s_rb_15;-1095.830004050000;-1096.609813833000;-1096.522259402000;-1096.723285919000;-1096.652024857000;-1096.884344329000;-1096.433695409000;-1096.579535149200;-1096.573605420000;-1096.836693616000
s_rb_16;-255.724699660000;-255.727745727700;-255.855125974400;-255.904781230500;-255.769188891400;-256.023701049700;-255.829312096200;-255.716061065800;-255.707572090000;-255.991432459300
s_rb_17;-320.064565260000;-320.117370684000;-320.167707037900;-320.262169623100;-320.125480750600;-320.372770655200;-320.169635603500;-320.068544441400;-320.093421480000;-320.334346564300
s_rb_18;-192.676619330000;-192.322839802100;-192.792826893000;-192.655008914900;-192.361001989800;-192.890694892100;-192.809230198400;-192.316626914600;-192.300390930000;-192.889991034600
s_rb_19;-63.889185900000;-63.890367735000;-63.924996459900;-63.940178963300;-63.898793883600;-63.964785486300;-63.922661370500;-63.889904190400;-63.886026670000;-63.956657200400
s_rb_20;-967.894743230000;-968.672724950300;-968.523965418700;-968.700410991000;-968.692513831400;-968.800774006200;-968.449134056100;-968.658703812300;-968.643424630000;-968.767478008200
s_rb_21;-123.919544100000;-123.954185840900;-123.937182507000;-123.986969025500;-123.943971157000;-124.008873839500;-123.942909226300;-123.949794716300;-123.948984410000;-123.999603418500
s_rb_22;-255.844090920000;-256.140014599900;-256.021167824700;-256.152190194600;-256.145255500700;-256.178227730700;-255.996557023900;-256.122688080700;-256.126012220000;-256.154149724300
s_rb_23;-101.146098900000;-101.215127417200;-101.202728083700;-101.245461062700;-101.217396650500;-101.270096010100;-101.196861022700;-101.210603468900;-101.209996800000;-101.259661703700
s_rb_24;-102.398557630000;-102.458455490000;-102.460327515400;-102.499965873800;-102.465652895900;-102.525895230000;-102.447583897200;-102.454007905000;-102.452060240000;-102.514903495300
s_rb_25;-176.707950220000;-176.799667944900;-176.748515130100;-176.831476149300;-176.793597177600;-176.850792098200;-176.746794975300;-176.785642830200;-176.786566720000;-176.831350556600
s_rb_26;-224.729017930000;-224.842443006100;-224.762727120300;-224.870219990700;-224.829965088600;-224.886478669400;-224.761472591100;-224.838594349300;-224.831268220000;-224.869560044400
s_rb_27;-709.373353880000;-710.154122866300;-710.015922829500;-710.188649961200;-710.171155274700;-710.239219055200;-709.949809144400;-710.132072121400;-710.129372320000;-710.194578510900
s_rb_28;-484.295035620000;-484.683695613400;-484.614297089600;-484.701838437300;-484.693781329800;-484.752855030900;-484.575322932300;-484.666151431000;-484.673705800000;-484.730547191100
s_rb_29;-409.264493500000;-409.793905949500;-409.557206113000;-409.782108029400;-409.796417779700;-409.805506406900;-409.522608942000;-409.766282202200;-409.772467540000;-409.768183308100
s_rb_30;-271.884581830000;-272.194588575700;-272.058880356800;-272.201892460300;-272.191612141200;-272.224022076700;-272.043017471700;-272.182619927000;-272.180540000000;-272.196586208800
s_rb_31;-1619.826283260000;-1621.468403949000;-1621.083100540000;-1621.457444538000;-1621.502347647000;-1621.545050424000;-1620.948918115000;-1621.387094179800;-1621.417464290000;-1621.449291352000
s_sr_1;-1353.956061430000;-1355.071078380000;-1354.734411524000;-1355.163668866000;-1355.042221141000;-1355.293425816000;-1354.704740729000;-1355.069349026400;-1355.012128330000;-1355.198831630000
s_sr_2;-1354.143780300000;-1355.251315152000;-1354.917740327000;-1355.340714166000;-1355.226989850000;-1355.479795549000;-1354.883789790000;-1355.230150536100;-1355.199181260000;-1355.384527419000
s_sr_3;-1065.393404980000;-1066.641014906000;-1065.931329493000;-1066.579051673000;-1066.614482733000;-1066.569253375000;-1065.907976903000;-1066.594766118100;-1066.580766580000;-1066.449952526000
s_sr_4;-1410.360523070000;-1411.619559136000;-1411.288870547000;-1411.584270352000;-1411.642618218000;-1411.674048652000;-1411.183373561000;-1411.591406971800;-1411.577190840000;-1411.620364476000
s_sr_5;-32.446986240000;-32.397009475700;-32.462899873800;-32.461915816300;-32.392068340500;-32.482241791400;-32.465462483700;-32.424688028100;-32.388851050000;-32.473049990000
s_sr_6;-912.346842940000;-913.231209165300;-912.809207749600;-913.192086005200;-913.199579100700;-913.219146382400;-912.793600405300;-913.195991540700;-913.190814850000;-913.144143825400
s_sr_7;-324.526419530000;-324.767772164200;-324.654318634200;-324.814249470200;-324.746248293500;-324.861372469700;-324.670864767300;-324.778748733200;-324.747780510000;-324.824356091600
s_sr_8;-325.620507200000;-325.855528948100;-325.771811813300;-325.917879371700;-325.837347247000;-325.975057770700;-325.790538265400;-325.874843889800;-325.836235280000;-325.932901728800
s_sr_9;-500.746480840000;-500.970938039400;-500.895838454100;-501.108158771300;-500.936027600500;-501.216207004800;-500.940547205200;-500.960285815400;-500.938943050000;-501.159989593600
s_sr_10;-61.331476700000;-61.251884698700;-61.367024894000;-61.349593334200;-61.254733428800;-61.386046494700;-61.381642530100;-61.261565454800;-61.185452880000;-61.385703586600
s_sr_11;-1900.908503730000;-1902.563041546000;-1902.159566471000;-1902.540039594000;-1902.590623412000;-1902.687232522000;-1902.019810239000;-1902.500025725800;-1902.503576240000;-1902.611500470000
s_sr_12;-921.949885320000;-922.445826687400;-922.084592335900;-922.538052520000;-922.349052225100;-922.618388701000;-922.133511383600;-922.415815411500;-922.397239160000;-922.550031901000
s_sr_13;-127.510831090000;-127.322923627300;-127.575425588300;-127.540428052000;-127.315112210200;-127.654390703800;-127.581384234900;-127.343421536100;-127.315654010000;-127.631467244000
s_sr_14;-423.868588900000;-423.997150979600;-423.976278378800;-424.122942869300;-423.948768840600;-424.257555080700;-424.045907293800;-423.995868964000;-423.974741280000;-424.217609874600
s_sr_15;-632.937794150000;-633.316755752600;-633.138893677000;-633.417542953300;-633.266320956300;-633.540386207400;-633.194530525600;-633.299166899500;-633.278416320000;-633.473470730900
s_sr_16;-1714.413773500000;-1715.963708550000;-1715.723558849000;-1716.030965500000;-1715.973236829000;-1716.255118933000;-1715.619148074000;-1715.916342340100;-1715.893620600000;-1716.186828717000
s_sr_17;-1063.485901340000;-1064.421339488000;-1064.149423049000;-1064.414091239000;-1064.440042935000;-1064.477821116000;-1064.070869224000;-1064.391683696100;-1064.380660120000;-1064.419132119000
s_sr_18;-491.115050440000;-491.506328630200;-491.435521826500;-491.527202102000;-491.509681391200;-491.576998286400;-491.401782335300;-491.493566650900;-491.489326150000;-491.554755267500
s_sr_19;-494.517953280000;-495.152357240000;-494.864033528600;-495.129231943400;-495.164873935900;-495.162271181800;-494.825646304800;-495.110837695100;-495.121191150000;-495.110206490400
s_sr_20;-230.415528810000;-230.539797269000;-230.451707008300;-230.565243778900;-230.512353076000;-230.582490321800;-230.465704167800;-230.536253977500;-230.526506600000;-230.563744828200
s_sr_21;-383.232639290000;-383.490379483900;-383.296545332000;-383.507662925300;-383.460882654900;-383.515424650600;-383.311698599700;-383.477486643800;-383.465557320000;-383.474700053400
s_sr_22;-71.078088670000;-71.081863783200;-71.117555138500;-71.133790767900;-71.083564622400;-71.161095807900;-71.113533089100;-71.080690981000;-71.074622040000;-71.149530288900
s_sr_23;-110.339939780000;-110.392919203200;-110.404279186500;-110.444492450400;-110.402305740900;-110.471564508300;-110.394871324100;-110.386181211700;-110.381639390000;-110.454061244400
s_sr_24;-162.426607290000;-162.516718633100;-162.475337331100;-162.550129851000;-162.505361197200;-162.574036454700;-162.485279239500;-162.510888222800;-162.501380600000;-162.550247193800
s_sr_25;-1017.725255290000;-1019.100800223000;-1018.411125838000;-1019.000647652000;-1019.078697417000;-1019.024697271000;-1018.394511900000;-1019.090955753600;-1019.047793170000;-1018.917166977000
s_sr_26;-490.319668950000;-490.716383169600;-490.645877190700;-490.733585744000;-490.718726073700;-490.788655400100;-490.614119436600;-490.682674351000;-490.700751150000;-490.767475079800
