System;PNO-LCCSD(T)-F12b;wB97M-V;PBE0-D4;B3LYP-D4;M06-2X;r2SCAN-D4;PBE-D4;g-xTB;UMA;r2SCAN-3c
pheavy_po_22;-805.422009490000;-806.399077974800;-806.202874025900;-806.438941390500;-806.294904976400;-806.561101231000;-806.253280756600;-806.367680621100;-805.991616160000;-806.483990017900
pheavy_po_23;-1232.112894020000;-1233.410757136000;-1233.172490584000;-1233.417827309000;-1233.339536878000;-1233.572071173000;-1233.154163726000;-1233.369860147400;-1233.050146970000;-1233.506969361000
pheavy_po_24;-674.776592250000;-675.676365528800;-675.419240365900;-675.691137051500;-675.574844457000;-675.795374475700;-675.463930139200;-675.660257645200;-675.304016160000;-675.719789209300
pheavy_po_25;-315.882616080000;-316.339774075200;-316.358849550200;-316.395426857600;-316.272686512900;-316.508199616600;-316.371230480000;-316.337155650400;-316.215602710000;-316.490657654900
pheavy_po_26;-424.024759260000;-424.626858431600;-424.548939648900;-424.654832807000;-424.537542099400;-424.768563003100;-424.585339531800;-424.623296804100;-424.447993580000;-424.737590807900
pheavy_po_27;-2153.243028060000;-2155.861502830000;-2155.661588774000;-2156.050053517000;-2155.536456879000;-2156.526818790000;-2155.753663220000;-2155.801665748300;-2154.997895460000;-2156.416511329000
pheavy_po_28;-476.317235140000;-477.021970176900;-477.173908491100;-477.149976401600;-476.872346293900;-477.380602504700;-477.217392844100;-477.008823190300;-476.648390680000;-477.362193944000
pheavy_po_29;-332.265181470000;-332.737943437200;-332.743636737500;-332.793203609100;-332.660518734400;-332.904129195300;-332.764761981200;-332.728095999400;-332.516838540000;-332.880462104100
pheavy_at_1;-787.587790360000;-788.625744997400;-788.830896332100;-788.792801599400;-788.418758852200;-789.159000988200;-788.875235350200;-788.610242128400;-788.214211700000;-789.143329205600
pheavy_at_2;-339.354032520000;-339.813631201400;-339.813037520300;-339.857984363000;-339.743620867700;-339.972354436000;-339.826559539900;-339.813312245500;-339.731891480000;-339.959434995000
pheavy_at_3;-654.780978790000;-655.654754604500;-655.666842183900;-655.738510994500;-655.492421665400;-655.977309793300;-655.728196249500;-655.645032040200;-655.324084410000;-655.945452147500
pheavy_at_4;-1599.794982290000;-1601.965346100000;-1602.182025763000;-1602.192029615000;-1601.600680988000;-1602.808603111000;-1602.228731391000;-1601.941106386400;-1601.742864470000;-1602.776421001000
pheavy_at_5;-2165.578278650000;-2167.942087872000;-2167.742553943000;-2168.016625637000;-2167.745557970000;-2168.425674489000;-2167.690143527000;-2167.889176037800;-2168.158852680000;-2168.349439401000
pheavy_at_6;-508.467707100000;-509.129521197600;-508.991172242100;-509.145354058200;-509.044125193700;-509.247392879600;-509.009257054800;-509.113857573800;-509.152944090000;-509.213077726400
pheavy_at_7;-561.368773810000;-561.976778518300;-561.828218198200;-562.005176121300;-561.861178455000;-562.109316354800;-561.876440666000;-561.949803243500;-561.777783560000;-562.064987005100
pheavy_at_8;-600.184317040000;-601.007418938400;-601.058354030800;-601.085285229900;-600.854847563800;-601.320602747700;-601.090872471200;-601.011380380700;-601.073554830000;-601.296512341200
pheavy_at_9;-2248.839880910000;-2251.876097643000;-2252.248459287000;-2252.226924308000;-2251.261863238000;-2253.183411851000;-2252.378369324000;-2251.876451207400;-2251.074776850000;-2253.131777777000
pheavy_at_10;-1313.889232740000;-1315.569703666000;-1315.349341550000;-1315.628464377000;-1315.302625521000;-1315.970541025000;-1315.401498646000;-1315.551540653600;-1315.595210170000;-1315.911777617000
pheavy_at_11;-619.931012880000;-620.735533579800;-620.800509286500;-620.836717359800;-620.593964475800;-621.071700044100;-620.822506677600;-620.733461229900;-620.635838920000;-621.044477117700
pheavy_at_12;-1724.679314390000;-1727.020397870000;-1727.265542241000;-1727.284791868000;-1726.562221132000;-1727.999470934000;-1727.363941135000;-1727.025061534500;-1726.703161010000;-1727.951979890000
pheavy_at_13;-1848.147636410000;-1850.542073429000;-1850.710879876000;-1850.802636006000;-1850.070083876000;-1851.513228520000;-1850.820493483000;-1850.543366591400;-1850.089339210000;-1851.461884626000
pheavy_at_14;-1126.851262570000;-1128.353358749000;-1128.553370246000;-1128.552460765000;-1128.065288080000;-1129.029421213000;-1128.605261196000;-1128.359978727000;-1128.086152790000;-1128.997496810000
pheavy_at_15;-564.626173240000;-565.367894294500;-565.476444009200;-565.478155367900;-565.230105200900;-565.716466624600;-565.497429762100;-565.361665699000;-565.189540010000;-565.696939709800
pheavy_at_16;-600.583825070000;-601.353665968200;-601.426094118400;-601.449665989600;-601.203504057900;-601.684619321400;-601.457609088000;-601.348318407200;-600.975513580000;-601.666509298500
pheavy_at_17;-262.682788660000;-263.029518092500;-263.094267825900;-263.082573462300;-262.957743701100;-263.202849197700;-263.106698757600;-263.021332220500;-262.991164960000;-263.194824468800
pheavy_at_18;-488.004690540000;-488.567669355300;-488.465355718200;-488.604865739000;-488.450476710400;-488.723892771100;-488.535578049600;-488.553422199500;-488.211150540000;-488.659574332100
pheavy_at_19;-416.330784190000;-416.855420288200;-416.808197950300;-416.900161427400;-416.783171088900;-417.007034360000;-416.817935326300;-416.852416987900;-416.843689670000;-416.981991134700
pheavy_at_20;-580.612877900000;-581.363518112100;-581.464426702300;-581.475661318800;-581.215368253200;-581.718646026800;-581.502978762500;-581.351664829300;-581.267936340000;-581.695422434300
pheavy_at_21;-319.195932160000;-319.595412177700;-319.631062556200;-319.652752758300;-319.530225814200;-319.772068223600;-319.639724883100;-319.580526328100;-319.499429540000;-319.754302906900
pheavy_at_22;-921.959423690000;-923.092142114900;-923.101865602100;-923.172680371600;-922.947936141400;-923.428378895400;-923.107679588800;-923.074641290800;-923.237192840000;-923.398509490300
pheavy_at_23;-888.507672460000;-889.706704907200;-889.668273655600;-889.778399946900;-889.547704969600;-890.025787791600;-889.684038514500;-889.693343639600;-889.731074200000;-889.992305659200
pheavy_at_24;-997.108057470000;-998.311224866100;-998.271013527100;-998.392339810200;-998.157135264100;-998.651280697700;-998.297127268900;-998.301308402500;-998.360409980000;-998.601797227000
pheavy_at_25;-1124.692387380000;-1126.215770648000;-1126.405635748000;-1126.398774986000;-1125.912884350000;-1126.881961057000;-1126.474591260000;-1126.206087750100;-1126.328798610000;-1126.848615811000
pheavy_at_26;-340.273807620000;-340.729037141400;-340.742138636100;-340.779421254800;-340.660752857600;-340.897168841000;-340.748909605400;-340.725130687600;-340.792852750000;-340.878177608600
pheavy_at_27;-300.968371620000;-301.367036569900;-301.403849220500;-301.421623610400;-301.289760956900;-301.537748188200;-301.421191240200;-301.370642963000;-301.426313770000;-301.524541472300
pheavy_at_28;-757.256686960000;-758.244792487300;-757.928976210100;-758.228304661200;-758.136354189900;-758.333389563300;-757.953097911300;-758.237287290000;-758.091976980000;-758.268103606900
pheavy_at_29;-603.814619560000;-604.567158172300;-604.370096946700;-604.575044992000;-604.461389835700;-604.683645834300;-604.405255580300;-604.566868283700;-604.433159310000;-604.631645301800
pheavy_at_30;-757.770983760000;-758.827863413900;-758.512655268200;-758.817630501800;-758.746100936900;-758.916865535700;-758.505974383800;-758.799403027000;-758.805501450000;-758.856822222400
pheavy_rn_1;-481.562237160000;-482.182578772700;-482.095219993000;-482.202904293200;-482.128201741300;-482.320847593000;-482.084026970600;-482.181153502600;-482.089857140000;-482.296046311300
pheavy_rn_2;-341.411366240000;-341.830230240600;-341.853904481900;-341.900680893900;-341.795819368500;-342.005398972800;-341.835085803700;-341.822058988400;-341.621508630000;-341.990993033900
pheavy_rn_3;-366.783546790000;-367.225480112700;-367.228922955500;-367.272196190700;-367.171333635300;-367.388641922500;-367.222903664700;-367.222036916100;-367.242095470000;-367.377536944100
pheavy_rn_4;-525.841934150000;-526.417561319200;-526.290193909300;-526.426457948400;-526.329580728400;-526.533894486200;-526.303388051000;-526.410733282500;-526.517394470000;-526.514133479300
pheavy_rn_5;-748.570118580000;-749.339156493900;-749.281707104600;-749.372742467200;-749.281192854900;-749.517605292100;-749.261928281600;-749.317884722100;-749.407159110000;-749.492371701000
pheavy_rn_6;-289.327244910000;-289.650110409900;-289.727267206500;-289.717765706500;-289.587207991000;-289.843684887900;-289.743154575500;-289.642569153400;-289.806471810000;-289.829466173200
pheavy_rn_7;-2306.499845640000;-2309.232381712000;-2309.683582323000;-2309.585507634000;-2308.730653172000;-2310.572839211000;-2309.720117342000;-2309.209659422900;-2309.384429770000;-2310.568845729000
pheavy_rn_8;-394.512489000000;-395.008631298300;-394.999936636200;-395.105879046000;-395.000501990900;-395.190340654800;-394.957776496200;-394.994855828300;-394.781799820000;-395.162162693700
pheavy_rn_9;-520.217238110000;-520.895614207700;-520.767748710500;-520.916329967500;-520.838439553800;-521.030264197400;-520.762702892000;-520.881594913000;-520.889771090000;-521.005501126600
pheavy_rn_10;-487.702942360000;-488.212663817700;-488.126814632000;-488.238207341200;-488.125031329900;-488.347926579200;-488.147674573900;-488.208130885000;-488.304695320000;-488.334262966600
pheavy_rn_11;-1209.065013070000;-1210.265172864000;-1210.074161869000;-1210.268388064000;-1210.224689093000;-1210.426197933000;-1210.005957911000;-1210.233903779900;-1210.201125310000;-1210.380765429000
pheavy_rn_12;-1470.209602000000;-1479.456703325000;-1479.644294947000;-1479.588814199000;-1479.154099855000;-1480.162182438000;-1479.555196304000;-1479.451516018300;-1479.345972770000;-1479.802811948000
pheavy_rn_13;-1078.742230790000;-1083.710801524000;-1083.685549309000;-1083.779841954000;-1083.502787208000;-1084.110499050000;-1083.661343932000;-1083.697531126400;-1083.599221180000;-1083.909384610000
pheavy_rn_14;-673.634731270000;-674.546594289900;-674.313382117300;-674.544257270700;-674.486361918600;-674.654765945800;-674.286351875000;-674.522196490000;-674.508523430000;-674.616288817900
pheavy_rn_15;-344.813678270000;-345.208633578800;-345.229611194900;-345.254304062300;-345.148827309300;-345.374098178100;-345.230121545400;-345.201227089000;-345.220968850000;-345.362282643500
pheavy_rn_16;-3188.290530960000;-3192.737866520000;-3191.907526767000;-3192.731564867000;-3192.691618689000;-3192.932748487000;-3191.658392406000;-3192.577276138900;-3192.762042110000;-3192.773980372000
pheavy_rn_17;-625.326648140000;-625.993860153500;-625.808415006200;-625.996165349000;-625.893678051600;-626.110137981700;-625.831130512500;-625.976244399000;-625.880608290000;-626.076305460400
pheavy_rn_18;-327.798185080000;-328.188432657700;-328.225667411200;-328.240621322800;-328.127787657600;-328.362389055300;-328.227760337000;-328.185280262800;-328.080685130000;-328.350459793200
pheavy_rn_19;-747.661509530000;-748.442616645800;-748.373262385400;-748.464929343600;-748.379909919800;-748.604471838100;-748.353189519800;-748.418109477000;-748.750623570000;-748.576525315400
pheavy_rn_20;-403.870168890000;-404.388453717200;-404.351124546900;-404.414926484900;-404.328170880300;-404.531472369100;-404.343385794900;-404.363094976500;-404.335331210000;-404.517711180300
pheavy_rn_21;-288.510965910000;-288.851573730200;-288.913078318000;-288.900847564100;-288.783955670100;-289.025290564100;-288.921486860400;-288.836535972600;-288.732324160000;-289.015950956500
pheavy_rn_22;-583.405456970000;-585.979457546300;-586.068787875200;-586.047292582800;-585.850751452400;-586.280942239600;-586.056320586200;-585.973973247200;-586.236353100000;-586.184899900100
pheavy_rn_23;-363.572065970000;-363.996783020200;-363.996305752800;-364.033367862400;-363.917383608500;-364.149251706200;-364.012829545100;-364.006724735200;-364.111226890000;-364.120306878300
tm_sc_1;-1223.833295310000;-4795.504607694000;-4794.295181537000;-4795.375920550000;-4795.624113796000;-4795.521999708000;-4794.130383138000;-4795.375665341800;-4795.382794880000;-4795.351613383000
tm_sc_2;-1517.975068150000;-4375.932662794000;-4374.751274894000;-4375.796580269000;-4376.025432463000;-4375.923163035000;-4374.590805478000;-4375.843444273500;-4375.818981020000;-4375.753452030000
tm_sc_3;-1417.466549740000;-4275.349574725000;-4274.230164061000;-4275.218753224000;-4275.447717059000;-4275.341071005000;-4274.066647059000;-4275.227663378100;-4275.246889740000;-4275.156722984000
tm_sc_4;-467.667042790000;-1182.388266361000;-1181.936708512000;-1182.323003579000;-1182.430584092000;-1182.348110556000;-1181.878796497000;-1182.378677396900;-1182.347566210000;-1182.272507585000
tm_sc_5;-429.608644700000;-1144.267137287000;-1143.848227987000;-1144.210413445000;-1144.311453198000;-1144.234164113000;-1143.790579475000;-1144.264668489800;-1144.227544150000;-1144.159932555000
tm_sc_6;-3312.218487400000;-4743.558882148000;-4742.378385534000;-4743.352327344000;-4743.683357352000;-4743.549614036000;-4742.069961204000;-4743.436021499700;-4743.443375280000;-4743.392058470000
tm_sc_7;-544.833718390000;-1259.513094942000;-1259.001249255000;-1259.476051900000;-1259.518762764000;-1259.464644821000;-1259.001430977000;-1259.484576425100;-1259.531200530000;-1259.406891230000
tm_sc_8;-1886.064509450000;-2601.950155091000;-2601.295044213000;-2601.834021163000;-2602.018210434000;-2601.941541270000;-2601.122114795000;-2601.889816077300;-2601.886348630000;-2601.854228844000
tm_sc_9;-499.354531110000;-1214.046257433000;-1213.545874908000;-1213.994430851000;-1214.029409258000;-1214.006787213000;-1213.591388789000;-1214.076724603200;-1214.070434700000;-1213.944570792000
tm_sc_10;-205.972571460000;-920.307462639300;-920.080005407600;-920.317964727500;-920.368507255200;-920.335872263800;-920.022317964800;-920.334677524900;-920.277017100000;-920.286368581000
tm_sc_11;-503.232470510000;-1217.800668123000;-1217.323119808000;-1217.749091840000;-1217.810986197000;-1217.747626013000;-1217.306414274000;-1217.795066729000;-1217.753453740000;-1217.667670792000
tm_sc_12;-1652.066092980000;-2367.827657126000;-2367.126143778000;-2367.699230774000;-2367.876509075000;-2367.780560107000;-2366.982499137000;-2367.766488921800;-2367.762762050000;-2367.681208308000
tm_sc_13;-2768.952210450000;-4914.358025809000;-4913.188418345000;-4914.219069179000;-4914.486654729000;-4914.420203306000;-4912.892305385000;-4914.225290248500;-4914.229940500000;-4914.241809760000
tm_sc_14;-671.848194980000;-2100.815419487000;-2100.146651043000;-2100.771171950000;-2100.910426138000;-2100.803059210000;-2100.031026024000;-2100.818254945300;-2100.742667690000;-2100.679014356000
tm_sc_15;-1452.083851280000;-6482.520986555000;-6481.675615206000;-6482.528218384000;-6482.952867979000;-6482.730710839000;-6481.419520125000;-6482.403644340900;-6482.368924290000;-6482.523396635000
tm_sc_16;-485.003200160000;-2627.828389879000;-2627.151346061000;-2627.766293908000;-2627.901215771000;-2627.839154754000;-2627.066899599000;-2627.771423808000;-2627.757152140000;-2627.736965893000
tm_sc_17;-1779.904269770000;-4638.217731025000;-4637.199489957000;-4638.095521278000;-4638.347735723000;-4638.284681708000;-4636.961427340000;-4638.110351639600;-4638.107792720000;-4638.133647821000
tm_sc_18;-1437.306991680000;-5009.275246422000;-5008.044364212000;-5009.118104815000;-5009.406009254000;-5009.282664436000;-5007.837524921000;-5009.116433017600;-5009.155349970000;-5009.110088683000
tm_sc_19;-2591.346780300000;-16966.304672470000;-16965.114591689999;-16966.495366880001;-16967.507874660001;-16967.130740240002;-16964.538270910001;-16965.972835242301;-16965.973452689999;-16966.763458620000
tm_sc_20;-96.551434390000;-1524.837357379000;-1524.571532364000;-1524.843317084000;-1524.897426129000;-1524.887135122000;-1524.502191232000;-1524.797921511500;-1524.807293580000;-1524.831903861000
tm_sc_21;-393.814413750000;-1822.427442891000;-1821.895488250000;-1822.353820135000;-1822.427873264000;-1822.400721573000;-1821.887184969000;-1822.384532966900;-1822.382957590000;-1822.327798261000
tm_sc_22;-783.588867780000;-2212.629915140000;-2211.855293814000;-2212.566943436000;-2212.686922004000;-2212.578512078000;-2211.780136886000;-2212.580059356000;-2212.556014640000;-2212.441603766000
tm_sc_23;-1039.784406030000;-1754.992795964000;-1754.080656202000;-1754.822495287000;-1754.909028033000;-1754.833571391000;-1754.152038726000;-1754.972050513000;-1754.931281230000;-1754.687031918000
tm_sc_24;-2573.246312830000;-5432.423381683000;-5431.167794907000;-5432.237215536000;-5432.549949498000;-5432.482171581000;-5430.889920531000;-5432.314689033100;-5432.294532160000;-5432.314606602000
tm_sc_25;-731.584430370000;-1446.528822945000;-1445.858428971000;-1446.417461657000;-1446.519160096000;-1446.423643427000;-1445.830497464000;-1446.473703211700;-1446.478207660000;-1446.325138983000
tm_sc_26;-2327.247217630000;-3043.625844910000;-3042.417584091000;-3043.381460705000;-3043.534908036000;-3043.499321842000;-3042.421012070000;-3043.475009009200;-3043.522226730000;-3043.078374326000
tm_sc_27;-626.376019020000;-1341.378933367000;-1340.803555815000;-1341.265856028000;-1341.426457027000;-1341.307296528000;-1340.716578438000;-1341.345445860300;-1341.330519330000;-1341.226939387000
tm_sc_28;-346.147082320000;-1060.550515719000;-1060.191514614000;-1060.507502687000;-1060.542460839000;-1060.517547520000;-1060.176410768000;-1060.530532593200;-1060.519616680000;-1060.475777350000
tm_sc_29;-613.769884360000;-1328.559667418000;-1327.961282355000;-1328.450981597000;-1328.537999977000;-1328.457737658000;-1327.957594068000;-1328.509894906000;-1328.517664740000;-1328.374569138000
tm_sc_30;-1178.952454660000;-1894.404611856000;-1893.347551859000;-1894.187008664000;-1894.313271321000;-1894.172351486000;-1893.380297549000;-1894.347820462900;-1894.338294940000;-1894.037178873000
tm_sc_31;-919.060022010000;-1634.433193035000;-1634.029342225000;-1634.429220653000;-1634.475961459000;-1634.471024794000;-1633.912257082000;-1634.410691331500;-1634.386237290000;-1634.404003153000
tm_sc_32;-4967.409781970000;-7829.119291826000;-7827.205904222000;-7828.854019341000;-7829.326119348000;-7829.180674179000;-7826.713061331000;-7828.920573178400;-7828.926754730000;-7828.877135958000
tm_sc_33;-1352.492420370000;-2068.080768530000;-2067.393202817000;-2067.952260799000;-2068.130144790000;-2068.024223258000;-2067.256716015000;-2068.016602958600;-2068.020516770000;-2067.932575266000
tm_ti_1;-678.280440940000;-1470.558336716000;-1469.978008171000;-1470.485023821000;-1470.597001058000;-1470.527458007000;-1469.916054834000;-1470.514424975700;-1470.501093020000;-1470.429234141000
tm_ti_2;-2357.296051740000;-3150.859151313000;-3150.089640375000;-3150.739895750000;-3150.924434768000;-3150.886614473000;-3149.917822582000;-3150.791037740100;-3150.782444200000;-3150.774846838000
tm_ti_3;-60.928554180000;-852.311249967700;-852.189701573500;-852.342639077200;-852.332847615100;-852.370809587800;-852.178753887200;-852.307282055400;-852.292737340000;-852.317396583300
tm_ti_4;-647.398446270000;-2230.677915968000;-2230.009394946000;-2230.631663615000;-2230.672698798000;-2230.690877725000;-2230.036020148000;-2230.620773462400;-2230.614323950000;-2230.575876575000
tm_ti_5;-398.028717200000;-1189.909942994000;-1189.477457153000;-1189.851766790000;-1189.912015400000;-1189.875070081000;-1189.477373068000;-1189.904278337000;-1189.874780720000;-1189.816836534000
tm_ti_6;-433.966191250000;-1225.880520050000;-1225.399666735000;-1225.800132067000;-1225.867550796000;-1225.815825415000;-1225.409655787000;-1225.865365079100;-1225.845890830000;-1225.754391713000
tm_ti_7;-1196.036332800000;-2779.911420163000;-2779.278409273000;-2779.866170809000;-2779.976008431000;-2779.986667290000;-2779.188488626000;-2779.863188580400;-2779.844602040000;-2779.871481317000
tm_ti_8;-1074.047241060000;-1866.534916620000;-1866.041126277000;-1866.484702244000;-1866.566989268000;-1866.559140395000;-1865.976212331000;-1866.495158278400;-1866.486679620000;-1866.463102009000
tm_ti_9;-1132.246472360000;-2716.123071280000;-2715.485400064000;-2716.076335277000;-2716.172627610000;-2716.189845470000;-2715.415428543000;-2716.063395823700;-2716.060799400000;-2716.084275206000
tm_ti_10;-1531.219036840000;-3115.520484008000;-3114.778715335000;-3115.451323363000;-3115.576185785000;-3115.588577735000;-3114.672921438000;-3115.453461064800;-3115.447158730000;-3115.454763328000
tm_ti_11;-479.093680110000;-1271.057067763000;-1270.616154976000;-1271.007687831000;-1271.083098568000;-1271.051419807000;-1270.585121937000;-1271.035970023200;-1271.013567890000;-1270.974516401000
tm_ti_12;-381.361786500000;-1173.138774353000;-1172.799751391000;-1173.149507565000;-1173.181926692000;-1173.178316083000;-1172.757999592000;-1173.137863049900;-1173.099085630000;-1173.110420294000
tm_ti_13;-176.880982300000;-968.422356991800;-968.219519925200;-968.437604841100;-968.454947227200;-968.475143020400;-968.200574347900;-968.431872131600;-968.396164460000;-968.432751143100
tm_ti_14;-666.052680120000;-2249.332502895000;-2248.652057723000;-2249.275366000000;-2249.297587545000;-2249.343589054000;-2248.687001343000;-2249.280213730400;-2249.273348950000;-2249.245260319000
tm_ti_15;-2036.271589420000;-3620.893306763000;-3620.074288360000;-3620.813305678000;-3620.986224432000;-3620.976359423000;-3619.908648503000;-3620.812934733000;-3620.801825900000;-3620.841292873000
tm_ti_16;-3020.546393680000;-3815.114555166000;-3814.079723238000;-3814.959845926000;-3815.161639511000;-3815.130614948000;-3813.885709603000;-3815.017522371900;-3815.012609370000;-3814.959306288000
tm_ti_17;-4591.513180250000;-6178.626904037000;-6177.120972698000;-6178.403425578000;-6178.747613178000;-6178.691332707000;-6176.791118156000;-6178.439486437500;-6178.470622410000;-6178.460068579000
tm_ti_18;-582.305085230000;-1374.257455769000;-1373.727830336000;-1374.194623178000;-1374.236184715000;-1374.223090300000;-1373.757536829000;-1374.247993060400;-1374.206523250000;-1374.116172529000
tm_ti_19;-556.289604020000;-1348.259477505000;-1347.730503970000;-1348.211690342000;-1348.237152513000;-1348.206712333000;-1347.738461621000;-1348.206459581600;-1348.244867130000;-1348.147087082000
tm_ti_20;-1723.445580380000;-11145.937781119999;-11145.205208550000;-11146.095633470000;-11146.716352640000;-11146.525453210001;-11144.867546199999;-11145.723223202400;-11145.720961270001;-11146.282876769999
tm_ti_21;-428.909552850000;-1220.826354359000;-1220.335342283000;-1220.745577858000;-1220.806641156000;-1220.761350283000;-1220.364770235000;-1220.816947806400;-1220.795610290000;-1220.701886452000
tm_ti_22;-702.567248960000;-1494.734885305000;-1494.106633248000;-1494.666675012000;-1494.727421484000;-1494.682382777000;-1494.115105890000;-1494.693831924200;-1494.682231750000;-1494.579630864000
tm_ti_23;-714.277804180000;-1506.492245348000;-1505.829675516000;-1506.395852634000;-1506.449729050000;-1506.435349808000;-1505.926624278000;-1506.422605643000;-1506.451685220000;-1506.322758633000
tm_ti_24;-361.328843710000;-1153.016896875000;-1152.652331477000;-1152.990173902000;-1153.010927664000;-1153.016809882000;-1152.667973872000;-1152.993918002600;-1152.981625960000;-1152.954053248000
tm_ti_25;-518.284609090000;-1310.174173166000;-1309.716681740000;-1310.157572136000;-1310.189172099000;-1310.173912645000;-1309.709000770000;-1310.138615406700;-1310.128643240000;-1310.083986178000
tm_ti_26;-1651.660808020000;-2444.754814491000;-2444.174103250000;-2444.695389578000;-2444.798706663000;-2444.810601096000;-2444.055992482000;-2444.698244574100;-2444.693471910000;-2444.708109636000
tm_ti_27;-328.319614320000;-1120.114099326000;-1119.779703742000;-1120.065852673000;-1120.129764998000;-1120.115158645000;-1119.750021649000;-1120.092123985800;-1120.085069250000;-1120.060172221000
tm_ti_28;-1945.602275540000;-2739.052231938000;-2738.234657652000;-2738.934829942000;-2739.066636783000;-2739.035179935000;-2738.129022416000;-2738.977784627300;-2738.973564890000;-2738.893457836000
tm_ti_29;-601.953510240000;-1394.113023972000;-1393.591731536000;-1394.050702606000;-1394.154012005000;-1394.097653355000;-1393.525047073000;-1394.069820250400;-1394.062003170000;-1394.011134175000
tm_ti_30;-357.240665640000;-1148.898471877000;-1148.546686849000;-1148.868808389000;-1148.869290785000;-1148.904666433000;-1148.567638843000;-1148.884278406600;-1148.872006230000;-1148.856258951000
tm_ti_31;-731.201582430000;-1523.259146386000;-1522.821421998000;-1523.205143831000;-1523.256410266000;-1523.252657992000;-1522.797865817000;-1523.211399150900;-1523.221574120000;-1523.189115660000
tm_v_1;-310.370975810000;-1183.270301188000;-1183.011178431000;-1183.318733560000;-1183.311437182000;-1183.368781538000;-1182.995882267000;-1183.290894683600;-1183.229681850000;-1183.296350926000
tm_v_2;-689.079677710000;-1562.599166162000;-1562.003678538000;-1562.514590382000;-1562.599831596000;-1562.577384617000;-1561.979804281000;-1562.543620420500;-1562.544320290000;-1562.485304572000
tm_v_3;-1328.633449890000;-2202.823799438000;-2201.932404149000;-2202.719130915000;-2202.796652764000;-2202.777901367000;-2201.919894136000;-2202.760347641800;-2202.748843290000;-2202.637968089000
tm_v_4;-2871.418211230000;-4619.676390566000;-4618.119591147000;-4619.441054807000;-4619.602504367000;-4619.625178974000;-4618.045836481000;-4619.530749620100;-4619.544349480000;-4619.399830407000
tm_v_5;-938.469371910000;-2684.761276044000;-2683.911662735000;-2684.714053108000;-2684.744796526000;-2684.809009691000;-2683.939904937000;-2684.680465736400;-2684.670992310000;-2684.653237160000
tm_v_6;-506.454250010000;-1379.543235805000;-1379.085871836000;-1379.511290950000;-1379.499455148000;-1379.564881232000;-1379.145285500000;-1379.502700480600;-1379.499318350000;-1379.479587569000
tm_v_7;-652.261031210000;-1525.476079473000;-1525.135101673000;-1525.470733338000;-1525.493276683000;-1525.545388555000;-1525.117990576000;-1525.426482479500;-1525.432455260000;-1525.476391297000
tm_v_8;-701.666216510000;-1575.145983520000;-1574.553831227000;-1575.100608429000;-1575.148813403000;-1575.140060141000;-1574.546356436000;-1575.102274615500;-1575.088604960000;-1575.033814893000
tm_v_9;-412.102919040000;-1285.114301921000;-1284.752591281000;-1285.124705482000;-1285.117695370000;-1285.175318029000;-1284.774813551000;-1285.086470109900;-1285.068938550000;-1285.090569894000
tm_v_10;-1619.317960920000;-2493.436538229000;-2492.781383334000;-2493.355003238000;-2493.438857147000;-2493.471217190000;-2492.729884397000;-2493.369453805700;-2493.371792870000;-2493.369864269000
tm_v_11;-2857.246451490000;-4605.159550218000;-4604.120366549000;-4605.071335536000;-4605.209911629000;-4605.313063282000;-4603.984048003000;-4605.069999576600;-4605.039120750000;-4605.141220568000
tm_v_12;-671.582412830000;-2417.335960665000;-2416.666785382000;-2417.314022107000;-2417.264890270000;-2417.422639233000;-2416.783419342000;-2417.276611352400;-2417.266603820000;-2417.300319448000
tm_v_13;-1796.407583650000;-2670.797783310000;-2670.150605143000;-2670.736880895000;-2670.818301833000;-2670.863594372000;-2670.056484350000;-2670.717282426100;-2670.729088730000;-2670.755197191000
tm_v_14;-1780.781932140000;-2655.481596622000;-2654.512164355000;-2655.354606379000;-2655.453637472000;-2655.414828398000;-2654.449692807000;-2655.392734933100;-2655.398367780000;-2655.247726883000
tm_v_15;-824.303258480000;-1697.743989963000;-1697.043260316000;-1697.664174017000;-1697.662473402000;-1697.703395849000;-1697.098685919000;-1697.651151509800;-1697.677355310000;-1697.609439373000
tm_v_16;-1053.615527480000;-1927.432714998000;-1926.645572270000;-1927.307281433000;-1927.330529375000;-1927.349760072000;-1926.706145413000;-1927.344136274300;-1927.342894560000;-1927.238347526000
tm_v_17;-570.429926790000;-1443.482760602000;-1442.997719622000;-1443.457974181000;-1443.416025452000;-1443.509383415000;-1443.069431445000;-1443.470396826300;-1443.442709550000;-1443.434154428000
tm_v_18;-74.119991620000;-946.740916835900;-946.618551190900;-946.776143504200;-946.743196978800;-946.823849068800;-946.632058163100;-946.713610526700;-946.721049520000;-946.783271021700
tm_v_19;-1324.039371020000;-2198.267968797000;-2197.143832012000;-2198.080575993000;-2198.204965303000;-2198.097495898000;-2197.196338485000;-2198.181636968100;-2198.192037910000;-2197.943054953000
tm_v_20;-380.148233430000;-1253.244024927000;-1252.875155525000;-1253.207227986000;-1253.251341909000;-1253.252075532000;-1252.861129121000;-1253.242882782700;-1253.208035840000;-1253.195450244000
tm_v_21;-836.028280670000;-1709.583253704000;-1708.886924611000;-1709.523104018000;-1709.547829560000;-1709.567330569000;-1708.915234931000;-1709.525391573300;-1709.522260130000;-1709.449090354000
